antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"vomiting, loss_of_appetite, dark_urine","yellowish_skin, yellowing_of_eyes, joint_pain",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"high_fever, chest_pain, cough, malaise","phlegm, chills, fatigue",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"yellowish_skin, joint_pain, abdominal_pain","vomiting, yellowing_of_eyes, dark_urine",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"high_fever, cough, malaise","phlegm, chills, fatigue",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"vomiting, joint_pain, abdominal_pain","yellowing_of_eyes, dark_urine, nausea",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"high_fever, cough, malaise","phlegm, chest_pain, chills, fatigue",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"vomiting, loss_of_appetite, dark_urine","yellowing_of_eyes, joint_pain, nausea",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"loss_of_appetite, dark_urine, nausea","vomiting, yellowing_of_eyes, joint_pain",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"yellowish_skin, loss_of_appetite, joint_pain","yellowing_of_eyes, dark_urine, nausea",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"loss_of_appetite, dark_urine, nausea","yellowish_skin, yellowing_of_eyes, joint_pain",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"cough, fatigue, malaise","high_fever, chills, phlegm",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"chest_pain, cough, fatigue, malaise","high_fever, chills, phlegm",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"cough, chills, malaise","high_fever, fatigue, phlegm",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"abdominal_pain, dark_urine, nausea","vomiting, yellowing_of_eyes, joint_pain",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"cough, fatigue, malaise","high_fever, chest_pain, chills, phlegm",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"abdominal_pain, dark_urine, nausea","yellowish_skin, yellowing_of_eyes, joint_pain",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"yellowish_skin, loss_of_appetite, joint_pain","vomiting, yellowing_of_eyes, dark_urine",0.06341463414634146,0.06463414634146342,0.054878048780487805,0.8653846153846154,13.388969521044993,1.0,0.05077929803688281,6.94843205574913,0.987962962962963,0.7499999999999999,0.8560826396549995,0.8572206095791002
"high_fever, fatigue, phlegm","cough, chills, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"high_fever, cough, phlegm","chest_pain, chills, fatigue, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"high_fever, chest_pain, fatigue, phlegm","cough, chills, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"high_fever, fatigue, phlegm","chest_pain, chills, cough, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"phlegm, chills, fatigue","high_fever, cough, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"high_fever, chest_pain, chills, phlegm","cough, fatigue, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"yellowing_of_eyes, joint_pain, nausea","vomiting, loss_of_appetite, dark_urine",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"vomiting, yellowing_of_eyes, joint_pain","loss_of_appetite, dark_urine, nausea",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"high_fever, chills, phlegm","cough, fatigue, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"phlegm, chest_pain, chills, fatigue","high_fever, cough, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"yellowing_of_eyes, dark_urine, nausea","vomiting, joint_pain, abdominal_pain",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"yellowing_of_eyes, dark_urine, nausea","yellowish_skin, joint_pain, abdominal_pain",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"vomiting, yellowing_of_eyes, dark_urine","joint_pain, abdominal_pain, nausea",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"vomiting, yellowing_of_eyes, dark_urine","yellowish_skin, joint_pain, abdominal_pain",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"phlegm, cough, fatigue","high_fever, chest_pain, chills, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"phlegm, chills, fatigue","high_fever, chest_pain, cough, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"yellowish_skin, yellowing_of_eyes, joint_pain","loss_of_appetite, dark_urine, nausea",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"vomiting, yellowing_of_eyes, dark_urine","yellowish_skin, loss_of_appetite, joint_pain",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"phlegm, cough, chills","high_fever, chest_pain, fatigue, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"yellowish_skin, yellowing_of_eyes, joint_pain","abdominal_pain, dark_urine, nausea",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"vomiting, yellowing_of_eyes, joint_pain","abdominal_pain, dark_urine, nausea",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"high_fever, chills, phlegm","chest_pain, cough, fatigue, malaise",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"yellowish_skin, yellowing_of_eyes, joint_pain","vomiting, loss_of_appetite, dark_urine",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"yellowing_of_eyes, dark_urine, nausea","yellowish_skin, loss_of_appetite, joint_pain",0.06463414634146342,0.06341463414634146,0.054878048780487805,0.8490566037735848,13.388969521044991,1.0,0.05077929803688281,6.204878048780484,0.9892510502679995,0.7499999999999999,0.8388364779874214,0.8572206095791002
"joint_pain, abdominal_pain","yellowish_skin, vomiting, loss_of_appetite, dark_urine",0.06707317073170732,0.05975609756097561,0.05365853658536585,0.7999999999999999,13.387755102040815,1.0,0.049650505651397975,4.70121951219512,0.9918300653594772,0.7333333333333332,0.787289234760052,0.8489795918367347
"joint_pain, abdominal_pain","vomiting, loss_of_appetite, dark_urine, nausea",0.06707317073170732,0.05975609756097561,0.05365853658536585,0.7999999999999999,13.387755102040815,1.0,0.049650505651397975,4.70121951219512,0.9918300653594772,0.7333333333333332,0.787289234760052,0.8489795918367347
"vomiting, loss_of_appetite, dark_urine, nausea","joint_pain, abdominal_pain",0.05975609756097561,0.06707317073170732,0.05365853658536585,0.8979591836734694,13.387755102040815,1.0,0.049650505651397975,9.142682926829268,0.9841115434500648,0.7333333333333332,0.890622915833,0.8489795918367347
"yellowish_skin, vomiting, loss_of_appetite, dark_urine","joint_pain, abdominal_pain",0.05975609756097561,0.06707317073170732,0.05365853658536585,0.8979591836734694,13.387755102040815,1.0,0.049650505651397975,9.142682926829268,0.9841115434500648,0.7333333333333332,0.890622915833,0.8489795918367347
"joint_pain, abdominal_pain","yellowish_skin, loss_of_appetite, dark_urine, nausea",0.06707317073170732,0.05975609756097561,0.05365853658536585,0.7999999999999999,13.387755102040815,1.0,0.049650505651397975,4.70121951219512,0.9918300653594772,0.7333333333333332,0.787289234760052,0.8489795918367347
"yellowish_skin, loss_of_appetite, dark_urine, nausea","joint_pain, abdominal_pain",0.05975609756097561,0.06707317073170732,0.05365853658536585,0.8979591836734694,13.387755102040815,1.0,0.049650505651397975,9.142682926829268,0.9841115434500648,0.7333333333333332,0.890622915833,0.8489795918367347
"yellowing_of_eyes, joint_pain","yellowish_skin, dark_urine, nausea, vomiting, abdominal_pain",0.06829268292682927,0.05609756097560976,0.05121951219512195,0.7499999999999999,13.369565217391303,1.0,0.04738845925044616,3.775609756097559,0.993019197207679,0.6999999999999998,0.7351421188630489,0.8315217391304347
"yellowish_skin, dark_urine, nausea, vomiting, abdominal_pain","yellowing_of_eyes, joint_pain",0.05609756097560976,0.06829268292682927,0.05121951219512195,0.9130434782608695,13.369565217391303,1.0,0.04738845925044616,10.714634146341456,0.9801894918173988,0.6999999999999998,0.9066697017983155,0.8315217391304347
"yellowing_of_eyes, joint_pain","yellowish_skin, loss_of_appetite, dark_urine, nausea, vomiting",0.06829268292682927,0.05609756097560976,0.05121951219512195,0.7499999999999999,13.369565217391303,1.0,0.04738845925044616,3.775609756097559,0.993019197207679,0.6999999999999998,0.7351421188630489,0.8315217391304347
"yellowish_skin, loss_of_appetite, dark_urine, nausea, vomiting","yellowing_of_eyes, joint_pain",0.05609756097560976,0.06829268292682927,0.05121951219512195,0.9130434782608695,13.369565217391303,1.0,0.04738845925044616,10.714634146341456,0.9801894918173988,0.6999999999999998,0.9066697017983155,0.8315217391304347
"yellowish_skin, joint_pain","vomiting, yellowing_of_eyes, dark_urine, nausea",0.06585365853658537,0.06097560975609756,0.05365853658536585,0.8148148148148148,13.362962962962962,1.0,0.04964306960142772,5.070731707317072,0.9903868976976027,0.7333333333333332,0.8027898027898028,0.8474074074074074
"yellowish_skin, vomiting, yellowing_of_eyes, joint_pain","dark_urine, nausea",0.06097560975609756,0.06585365853658537,0.05365853658536585,0.88,13.362962962962962,1.0,0.04964306960142772,7.784552845528455,0.9852420306965761,0.7333333333333332,0.8715404699738905,0.8474074074074074
"abdominal_pain, loss_of_appetite, dark_urine, nausea","yellowish_skin, joint_pain",0.06097560975609756,0.06585365853658537,0.05365853658536585,0.88,13.362962962962962,1.0,0.04964306960142772,7.784552845528455,0.9852420306965761,0.7333333333333332,0.8715404699738905,0.8474074074074074
"dark_urine, nausea","yellowish_skin, vomiting, yellowing_of_eyes, joint_pain",0.06585365853658537,0.06097560975609756,0.05365853658536585,0.8148148148148148,13.362962962962962,1.0,0.04964306960142772,5.070731707317072,0.9903868976976027,0.7333333333333332,0.8027898027898028,0.8474074074074074
"vomiting, loss_of_appetite, joint_pain, abdominal_pain","dark_urine, nausea",0.06097560975609756,0.06585365853658537,0.05365853658536585,0.88,13.362962962962962,1.0,0.04964306960142772,7.784552845528455,0.9852420306965761,0.7333333333333332,0.8715404699738905,0.8474074074074074
"vomiting, yellowing_of_eyes, dark_urine, nausea","yellowish_skin, joint_pain",0.06097560975609756,0.06585365853658537,0.05365853658536585,0.88,13.362962962962962,1.0,0.04964306960142772,7.784552845528455,0.9852420306965761,0.7333333333333332,0.8715404699738905,0.8474074074074074
"yellowish_skin, loss_of_appetite, joint_pain, abdominal_pain","dark_urine, nausea",0.06097560975609756,0.06585365853658537,0.05365853658536585,0.88,13.362962962962962,1.0,0.04964306960142772,7.784552845528455,0.9852420306965761,0.7333333333333332,0.8715404699738905,0.8474074074074074
"dark_urine, nausea","vomiting, loss_of_appetite, joint_pain, abdominal_pain",0.06585365853658537,0.06097560975609756,0.05365853658536585,0.8148148148148148,13.362962962962962,1.0,0.04964306960142772,5.070731707317072,0.9903868976976027,0.7333333333333332,0.8027898027898028,0.8474074074074074
"dark_urine, nausea","yellowish_skin, loss_of_appetite, joint_pain, abdominal_pain",0.06585365853658537,0.06097560975609756,0.05365853658536585,0.8148148148148148,13.362962962962962,1.0,0.04964306960142772,5.070731707317072,0.9903868976976027,0.7333333333333332,0.8027898027898028,0.8474074074074074
"vomiting, loss_of_appetite, abdominal_pain, dark_urine","yellowish_skin, joint_pain",0.06097560975609756,0.06585365853658537,0.05365853658536585,0.88,13.362962962962962,1.0,0.04964306960142772,7.784552845528455,0.9852420306965761,0.7333333333333332,0.8715404699738905,0.8474074074074074
"yellowish_skin, joint_pain","vomiting, loss_of_appetite, abdominal_pain, dark_urine",0.06585365853658537,0.06097560975609756,0.05365853658536585,0.8148148148148148,13.362962962962962,1.0,0.04964306960142772,5.070731707317072,0.9903868976976027,0.7333333333333332,0.8027898027898028,0.8474074074074074
"yellowish_skin, joint_pain","abdominal_pain, loss_of_appetite, dark_urine, nausea",0.06585365853658537,0.06097560975609756,0.05365853658536585,0.8148148148148148,13.362962962962962,1.0,0.04964306960142772,5.070731707317072,0.9903868976976027,0.7333333333333332,0.8027898027898028,0.8474074074074074
"yellowing_of_eyes, loss_of_appetite, dark_urine, nausea, vomiting","joint_pain, abdominal_pain",0.05853658536585366,0.06707317073170732,0.0524390243902439,0.8958333333333333,13.356060606060604,1.0,0.04851279000594884,8.956097560975603,0.9826485118689,0.7166666666666666,0.8883442265795206,0.8388257575757575
"yellowish_skin, vomiting, dark_urine, nausea","joint_pain, abdominal_pain",0.05853658536585366,0.06707317073170732,0.0524390243902439,0.8958333333333333,13.356060606060604,1.0,0.04851279000594884,8.956097560975603,0.9826485118689,0.7166666666666666,0.8883442265795206,0.8388257575757575
"joint_pain, abdominal_pain","yellowing_of_eyes, yellowish_skin, loss_of_appetite, dark_urine, vomiting",0.06707317073170732,0.05853658536585366,0.0524390243902439,0.7818181818181817,13.356060606060604,1.0,0.04851279000594884,4.315040650406503,0.991640066879465,0.7166666666666666,0.7682524729156852,0.8388257575757575
"yellowing_of_eyes, yellowish_skin, loss_of_appetite, dark_urine, vomiting","joint_pain, abdominal_pain",0.05853658536585366,0.06707317073170732,0.0524390243902439,0.8958333333333333,13.356060606060604,1.0,0.04851279000594884,8.956097560975603,0.9826485118689,0.7166666666666666,0.8883442265795206,0.8388257575757575
"yellowing_of_eyes, yellowish_skin, loss_of_appetite, dark_urine, nausea","joint_pain, abdominal_pain",0.05853658536585366,0.06707317073170732,0.0524390243902439,0.8958333333333333,13.356060606060604,1.0,0.04851279000594884,8.956097560975603,0.9826485118689,0.7166666666666666,0.8883442265795206,0.8388257575757575
"joint_pain, abdominal_pain","yellowing_of_eyes, yellowish_skin, loss_of_appetite, dark_urine, nausea",0.06707317073170732,0.05853658536585366,0.0524390243902439,0.7818181818181817,13.356060606060604,1.0,0.04851279000594884,4.315040650406503,0.991640066879465,0.7166666666666666,0.7682524729156852,0.8388257575757575
"joint_pain, abdominal_pain","yellowing_of_eyes, loss_of_appetite, dark_urine, nausea, vomiting",0.06707317073170732,0.05853658536585366,0.0524390243902439,0.7818181818181817,13.356060606060604,1.0,0.04851279000594884,4.315040650406503,0.991640066879465,0.7166666666666666,0.7682524729156852,0.8388257575757575
"joint_pain, abdominal_pain","yellowish_skin, vomiting, dark_urine, nausea",0.06707317073170732,0.05853658536585366,0.0524390243902439,0.7818181818181817,13.356060606060604,1.0,0.04851279000594884,4.315040650406503,0.991640066879465,0.7166666666666666,0.7682524729156852,0.8388257575757575
"vomiting, dark_urine, nausea","loss_of_appetite, joint_pain, abdominal_pain",0.06219512195121951,0.06463414634146342,0.05365853658536585,0.8627450980392157,13.348131705512394,1.0,0.049638607971445564,6.81480836236934,0.9864345667336564,0.7333333333333332,0.853260730628627,0.8464668886422493
"yellowish_skin, dark_urine, nausea","vomiting, yellowing_of_eyes, joint_pain",0.06219512195121951,0.06463414634146342,0.05365853658536585,0.8627450980392157,13.348131705512394,1.0,0.049638607971445564,6.81480836236934,0.9864345667336564,0.7333333333333332,0.853260730628627,0.8464668886422493
"yellowish_skin, dark_urine, nausea","loss_of_appetite, joint_pain, abdominal_pain",0.06219512195121951,0.06463414634146342,0.05365853658536585,0.8627450980392157,13.348131705512394,1.0,0.049638607971445564,6.81480836236934,0.9864345667336564,0.7333333333333332,0.853260730628627,0.8464668886422493
"vomiting, dark_urine, nausea","yellowish_skin, yellowing_of_eyes, joint_pain",0.06219512195121951,0.06463414634146342,0.05365853658536585,0.8627450980392157,13.348131705512394,1.0,0.049638607971445564,6.81480836236934,0.9864345667336564,0.7333333333333332,0.853260730628627,0.8464668886422493
"yellowish_skin, joint_pain, nausea","vomiting, yellowing_of_eyes, dark_urine",0.06219512195121951,0.06463414634146342,0.05365853658536585,0.8627450980392157,13.348131705512394,1.0,0.049638607971445564,6.81480836236934,0.9864345667336564,0.7333333333333332,0.853260730628627,0.8464668886422493
"yellowish_skin, vomiting, joint_pain","yellowing_of_eyes, dark_urine, nausea",0.06219512195121951,0.06463414634146342,0.05365853658536585,0.8627450980392157,13.348131705512394,1.0,0.049638607971445564,6.81480836236934,0.9864345667336564,0.7333333333333332,0.853260730628627,0.8464668886422493
"vomiting, yellowing_of_eyes, dark_urine","yellowish_skin, joint_pain, nausea",0.06463414634146342,0.06219512195121951,0.05365853658536585,0.830188679245283,13.348131705512392,1.0,0.049638607971445564,5.52262872628726,0.9890067559559085,0.7333333333333332,0.8189268101185073,0.8464668886422493
"yellowing_of_eyes, dark_urine, nausea","yellowish_skin, vomiting, joint_pain",0.06463414634146342,0.06219512195121951,0.05365853658536585,0.830188679245283,13.348131705512392,1.0,0.049638607971445564,5.52262872628726,0.9890067559559085,0.7333333333333332,0.8189268101185073,0.8464668886422493
"loss_of_appetite, joint_pain, abdominal_pain","yellowish_skin, dark_urine, nausea",0.06463414634146342,0.06219512195121951,0.05365853658536585,0.830188679245283,13.348131705512392,1.0,0.049638607971445564,5.52262872628726,0.9890067559559085,0.7333333333333332,0.8189268101185073,0.8464668886422493
"vomiting, yellowing_of_eyes, joint_pain","yellowish_skin, dark_urine, nausea",0.06463414634146342,0.06219512195121951,0.05365853658536585,0.830188679245283,13.348131705512392,1.0,0.049638607971445564,5.52262872628726,0.9890067559559085,0.7333333333333332,0.8189268101185073,0.8464668886422493
"yellowish_skin, yellowing_of_eyes, joint_pain","vomiting, dark_urine, nausea",0.06463414634146342,0.06219512195121951,0.05365853658536585,0.830188679245283,13.348131705512392,1.0,0.049638607971445564,5.52262872628726,0.9890067559559085,0.7333333333333332,0.8189268101185073,0.8464668886422493
"loss_of_appetite, joint_pain, abdominal_pain","vomiting, dark_urine, nausea",0.06463414634146342,0.06219512195121951,0.05365853658536585,0.830188679245283,13.348131705512392,1.0,0.049638607971445564,5.52262872628726,0.9890067559559085,0.7333333333333332,0.8189268101185073,0.8464668886422493
"joint_pain, abdominal_pain, nausea","vomiting, loss_of_appetite, dark_urine",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"yellowish_skin, joint_pain, abdominal_pain","loss_of_appetite, dark_urine, nausea",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"yellowish_skin, loss_of_appetite, joint_pain","abdominal_pain, dark_urine, nausea",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"vomiting, joint_pain, abdominal_pain","loss_of_appetite, dark_urine, nausea",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"vomiting, loss_of_appetite, dark_urine","joint_pain, abdominal_pain, nausea",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"loss_of_appetite, dark_urine, nausea","vomiting, joint_pain, abdominal_pain",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"abdominal_pain, dark_urine, nausea","yellowish_skin, loss_of_appetite, joint_pain",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"loss_of_appetite, dark_urine, nausea","yellowish_skin, joint_pain, abdominal_pain",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"yellowish_skin, joint_pain, abdominal_pain","vomiting, loss_of_appetite, dark_urine",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"vomiting, loss_of_appetite, dark_urine","yellowish_skin, joint_pain, abdominal_pain",0.06341463414634146,0.06341463414634146,0.05365853658536585,0.8461538461538461,13.34319526627219,1.0,0.04963712076145152,6.08780487804878,0.987689393939394,0.7333333333333332,0.8357371794871796,0.8461538461538461
"yellowish_skin, joint_pain","yellowing_of_eyes, loss_of_appetite, dark_urine, vomiting, abdominal_pain",0.06585365853658537,0.05975609756097561,0.0524390243902439,0.7962962962962963,13.325774754346183,1.0,0.04850386674598453,4.615742793791574,0.9901633371789422,0.7166666666666666,0.7833501465148677,0.8369236583522297
"yellowing_of_eyes, joint_pain, abdominal_pain","yellowish_skin, vomiting, loss_of_appetite, dark_urine",0.06585365853658537,0.05975609756097561,0.0524390243902439,0.7962962962962963,13.325774754346183,1.0,0.04850386674598453,4.615742793791574,0.9901633371789422,0.7166666666666666,0.7833501465148677,0.8369236583522297
"dark_urine, nausea","yellowish_skin, vomiting, joint_pain, abdominal_pain",0.06585365853658537,0.05975609756097561,0.0524390243902439,0.7962962962962963,13.325774754346183,1.0,0.04850386674598453,4.615742793791574,0.9901633371789422,0.7166666666666666,0.7833501465148677,0.8369236583522297
"loss_of_appetite, yellowing_of_eyes, joint_pain","vomiting, abdominal_pain, dark_urine, nausea",0.06585365853658537,0.05975609756097561,0.0524390243902439,0.7962962962962963,13.325774754346183,1.0,0.04850386674598453,4.615742793791574,0.9901633371789422,0.7166666666666666,0.7833501465148677,0.8369236583522297
"yellowish_skin, joint_pain","vomiting, loss_of_appetite, dark_urine, nausea",0.06585365853658537,0.05975609756097561,0.0524390243902439,0.7962962962962963,13.325774754346183,1.0,0.04850386674598453,4.615742793791574,0.9901633371789422,0.7166666666666666,0.7833501465148677,0.8369236583522297
